"address","latitude","longitude","business_name"
"14201 Schaefer","42.3908691000","-83.1800690000","DANNY'S USED AUTO PARTS"
"15251 ROSSINI","42.4438896000","-82.9646988000","BANK OF AMERICA"
"12841 Sanders","42.2855606000","-83.1493378000","Detroit Salt Company, LLC"
"2000 SECOND Avenue","42.3334043000","-83.0571991000","SOC"
"2200 Scotten","42.3239403000","-83.0956116000","TWINS PARTY STORE"
"1160 Seward","42.3717804000","-83.0866928000","PETER J MERCIER"
"2453 Riopelle","42.3459930000","-83.0383987000","E&H WHOLESALE BEEF PACKERS"
"2563 Schaefer","42.2754021000","-83.1476517000","Metro PCS"
"14225 Schaefer","42.3913498000","-83.1797791000","FRISBIE MOVING & STORAGE"
"345 ROUGE","42.2937508000","-83.1506424000","RAY'S AUTO PART"
"500 Rouge","42.2933083000","-83.1517868000","RT HOLDINGS OF OHIO LLC"
"2010 Rouge Park","42.3365211000","-83.0524368000","Rouge Park"
"7000 Rowan","42.3086090000","-83.1145859000","La Esquinita"
"17200 Rowe","42.4215431000","-83.0026474000","HOLYCROSS CHILDREN'S SERVICES"
"10761 Roxbury","42.4178009000","-82.9524689000","Linda Lunn"
"11430 Russell","42.3962898000","-83.0732574000","DANA CONTAINER INC"
"11500 Russell","42.3966484000","-83.0740051000","A M. Silverstein"
"11500 Russell","42.3966484000","-83.0740051000","CONTINENTAL METAL"
"11540 Russell","42.3964653000","-83.0738831000","Husky Transportation"
"2453 Russell","42.3453900000","-83.0401900000","LA RONDINELLA"
"2457 Russell","42.3454170000","-83.0400085000","SUPINO PIZZARIA"
"2461 Russell","42.3454514000","-83.0400314000","MOOTOWN DESSERT & ICE CREAM SHOPPE"
"2465 Russell","42.3454895000","-83.0400620000","Russell Street Deli"
"2469 Russell","42.3455238000","-83.0400848000","Zeff's Coney Island Restaurant"
"2489 Russell","42.3456802000","-83.0403976000","ROCKYS HISTORIC EASTERN MARKET"
"2509 Russell","42.3460999000","-83.0406418000","GERMACK PISTACHIO COMPANY"
"2517 Russell","42.3460274000","-83.0404129000","GERMACK COFFEE ROASTING"
"2521 Russell","42.3460388000","-83.0404205000","JERMACK"
"2611 Russell","42.3466682000","-83.0408249000","MOTOR CITY PRODUCE"
"2637 Russell","42.3466644000","-83.0408249000","MACERI PRODUCE"
"2701 Russell","42.3470612000","-83.0412827000","TONY LIN PRODUCE"
"2719 Russell","42.3470535000","-83.0410919000","Mikes Pita &  Coney Inc."
"2727 RUSSELL","42.3473434000","-83.0412827000","BERT'S MARKETPLACE"
"2739 RUSSELL","42.3474121000","-83.0413208000","BERT'S WAREHOUSE THEATRE"
"2925 - 29 Russell","42.3414800000","-83.0372900000","TEAM MEANTAL HEALTH SERVICE"
"2929 Russell","42.3489761000","-83.0423737000","EASTERN MARKET PLAZA"
"2931 Russell","42.3489914000","-83.0423813000","MR. FOODS"
"2933 Russell","42.3490067000","-83.0423889000","JOE'S LIQUOR & WINE SHOPPE"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP (SHED # 3)"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP (SHED # 3)"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP MAIN OFFICE"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP SHED # 2"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP SHED # 4"
"2934 Russell","42.3488617000","-83.0411606000","EASTERN MARKET CORP SHED # 6"
"17141 Ryan","42.4192505000","-83.0629883000","NORTH CENTRAL DEVELOPMENT CENTERS"
"2934 Russell","42.3488700000","-83.0410700000","O.A.T.S OFFERING ALTERNATIVE THERAPY WITH SMILES"
"436 West COLUMBIA Street","42.3370100000","-83.0567499000","BUCHARIST GRILL"
"19129 WEST DAVISON","42.3839461000","-83.2287423000","VERDUYN TARPS"
"19231 West Davison","42.3839200000","-83.2299400000","VERDUYN TARPS"
"19255 West Davison","42.3835800000","-83.2303400000","VERDUYN TARPS"
"2934 Russell","42.3488700000","-83.0410700000","Tour de Fork"
"2935 Russell","42.3487091000","-83.0425034000","Al's Fish &  Seafood Inc."
"2935 Russell","42.3487091000","-83.0425034000","KEO & ASSOCIATES"
"2937 Russell","42.3487015000","-83.0421829000","MR DEARING"
"2941 Russell","42.3487244000","-83.0421982000","CHASE BANK"
"3050 Russell","42.3496323000","-83.0424423000","Hazmat Unit"
"3111 Russell","42.3498688000","-83.0430145000","H & S PRODUCE"
"3400 Russell","42.3507690000","-83.0427170000","Sala Thai"
"3405 Russell","42.3505287000","-83.0434952000","FRANK MEAT & PRODUCE"
"3425 RUSSELL","42.3507195000","-83.0436172000","GOURMET'S DELIGHT"
"3434 RUSSELL","42.3505800000","-83.0431600000","Angles Share"
"3434 RUSSELL","42.3505800000","-83.0431600000","DISPLAY GROUP"
"3434 RUSSELL","42.3505800000","-83.0431600000","Suicide Loss Foundation"
"3434 RUSSELL","42.3510094000","-83.0428238000","THE DETROIT MERCANTILE CO"
"3434 RUSSELL","42.3505783000","-83.0431595000","The Eastern"
"3434 RUSSELL","42.3505800000","-83.0431600000","VECTON"
"3445 Russell","42.3507805000","-83.0443726000","ROSCOE & HORKEY FARMS"
"3500 RUSSELL","42.3525200000","-83.0435410000","MILANO BAKERY"
"4440 Russell","42.3583603000","-83.0482559000","MOTHER OF DIVINE MERCY PARISH"
"4600 RUSSELL","42.3591200000","-83.0486200000","MATRIX HEADSTART/PLYMOUTH CENTER"
"5403 Russell","42.3652174000","-83.0531479000","CITY OF DETROIT PUBLIC LIGHTING DEPARTMENT RUSSELL SUBSTATION"
"5800 Russell","42.3414803000","-83.0372925000","CITY OF DETROIT-DPW Solid Waste; Russell Ferry Yard and Vehicle Maintenance"
"6001 Russell","42.3703194000","-83.0572128000","STERLING TRUCK SALE CORP"
"2501 Russell  Street","42.3459800000","-83.0405600000","Beyond Juice & Eatery"
"2501 Russell  Street","42.3459800000","-83.0405600000","DETROIT VS EVERYBODY"
"2501 Russell  Street","42.3459816000","-83.0405579000","Russell Street Development LLC"
"55555 RUSSELL & I-94","42.3723412000","-83.0577469000","RUSSELL & I-94"
"5555 Russell St","42.3664322000","-83.0539398000","Metropolitan Detroit Flowers Growers Assoc."
"5700 Russell Street","42.3677826000","-83.0544662000","Detroit Renewable Energy"
"5700 Russell Street","42.3677826000","-83.0544662000","Michigan waste Energy"
"6538 Russell Streets","42.3749300000","-83.0590300000","BANNER SIGN COMPANY"
"7306 Rutherford","42.3452200000","-83.2008000000","Carbon Monoxide"
"9331 Rutherford","42.3643684000","-83.2029419000","ALEXANDER COURT APARTMENTS"
"9344 Rutherford","42.3645210000","-83.2022781000","ALEXANDER COURT APARTMENTS"
"9345 Rutherford","42.3642921000","-83.2027359000","Elite property management"
"9358 Rutherford","42.3645172000","-83.2023773000","ALEXANDER COURT APARTMENTS"
"9359 Rutherford","42.3645058000","-83.2027435000","Elite Property Management"
"9370 Rutherford","42.3647003000","-83.2023849000","Elite Property Management"
"9371 Rutherford","42.3646889000","-83.2027512000","Elite Property Management"
"3191 West Eight  Mile","42.4459300000","-83.1350100000","LaFond Veterinary"
"14226 Schaefer","42.3912811000","-83.1784515000","FRISBIE MOVING & STORAGE"
"3501 Scotten","42.3328590000","-83.1028900000","PLAZA FLOORING INC."
"1190 Seward","42.3715591000","-83.0872879000","MERCIER, PETER"
"2571 Schaefer","42.2755814000","-83.1478195000","BLESSINGS HAIR & NAIL TECH"
"14260 Schaefer","42.3918485000","-83.1784741000","Medic 3"
"2456 Riopelle","42.3462639000","-83.0381927000","CAPITAL POULTRY MARKET"
"3545 SCOTTEN","42.3337000000","-83.1037100000","C&J STEEL INC"
"2723 SCHAEFER","42.2761400000","-83.1442900000","CHARLIE ENTERPRISE"
"120 Seward","42.3743591000","-83.0789566000","PM DIVERSIFIED"
"12841 Sanders","42.2855606000","-83.1493378000","HILLTOP ENERGY"
"2000 SECOND Avenue","42.3334045000","-83.0571976000","Town Square"
"475 SCHAEFER","42.2864494000","-83.1626968000","MHK PARTS"
"2000 SECOND Avenue","42.3347399000","-83.0566300000","TRIANGLE ELECTRIC"
"12842 sanders","42.2861443000","-83.1485519000","Detroit"
"475 SCHAEFER","42.2864500000","-83.1628200000","SCHAEFER AUTO SALES"
"2000 SECOND Avenue","42.3334043000","-83.0571991000","Walker Cisler Building"
"2051 ROSA PARKS","42.3298683000","-83.0713043000","Matrix Human Service"
"127 Seward","42.3739204000","-83.0786591000","SEWARD PLAZA APARTMENTS, LLC"
"3545 SCOTTEN","42.3337000000","-83.1037100000","CHAPPELL STEEL CO INC"
"13500 Sanders","42.2907295000","-83.1534195000","COURTESY TRANSFER CO."
"14270 Schaefer","42.3919672000","-83.1784803000","DTE ENERGY"
"7301 Schaefer","42.3449593000","-83.1772537000","AXLE OF DEARBORN"
"2371 SECOND Avenue","42.3364525000","-83.0583191000","NEDCON LLC, FISHER THEATRE"
"2462 Riopelle","42.3463402000","-83.0381165000","Detroit City Distillery"
"1360 Seward","42.3709717000","-83.0889435000","MERCIER, PETER J"
"3737 Scovel Place","42.3537102000","-83.1073074000","GUSTANYA MANAGEMENT"
"13500 Sanders","42.2907295000","-83.1534195000","Main Office"
"14331 Schaefer","42.3928986000","-83.1791382000","MARSHALL, R J CO"
"8001 Schaefer","42.3515205000","-83.1775436000","MOHAMMAD HUSEIN"
"2727 Second Avenue","42.3400116000","-83.0616379000","Metropolitan Center for High Technology"
"2464 Riopelle","42.3463249000","-83.0382385000","CJO center"
"1408 Seward","42.3706207000","-83.0892105000","STERMER, ROBERT"
"3747 Scovel Place","42.3537102000","-83.1074829000","BENNET, HERMAN"
"13500 Sanders","42.2907295000","-83.1534195000","Warehouse A"
"14341 Schaefer","42.3930817000","-83.1798019000","HYDE SPRING & WIRE CO"
"8033 Schaefer","42.3519096000","-83.1775589000","BUILDERS HARDWARE"
"2929 Second Avenue","42.3412552000","-83.0610657000","unknown"
"2472 RIOPELLE","42.3463898000","-83.0382843000","3 DOGS 1 CAT"
"1925 Seward","42.3684998000","-83.0950089000","GRIFFIN, GLORIA J"
"200 SEA BREEZE","42.3607700000","-82.9656100000","MORGAN WATERFRONT ESTATES"
"13500 Sanders","42.2907295000","-83.1534195000","Warehouse B"
"14375 Schaefer","42.3935013000","-83.1797867000","JOE JONES TRUCKING"
"8033 Schaefer","42.3519096000","-83.1775589000","Builders Hardware"
"8051 Schaefer","42.3521004000","-83.1775589000","JAMES & BEVERLY FINLEY"
"8085 Schaefer","42.3527412000","-83.1775894000","YOUSEF J. SALAH"
"8100 Schaefer","42.3528099000","-83.1768799000","ALLEN ROSTAM"
"8151 Schaefer","42.3534508000","-83.1776199000","RILEY, FELIX"
"8903 West Eight Mile Rd","42.4455332000","-83.1606188000","B & M"
"8207 Schaefer","42.3540688000","-83.1776505000","BOULEVARD COURT APTS"
"8321 Schaefer","42.3554611000","-83.1776962000","A & L SHOP"
"8366 Schaefer","42.3559685000","-83.1770172000","MOSES MOSS"
"8700 Schaefer","42.3582306000","-83.1771088000","DIANE,S LIQUOR"
"8712 SCHAEFER","42.3583412000","-83.1772614000","MANHATTAN FISH & CHICKEN"
"8712 SCHAEFER","42.3583412000","-83.1772614000","Wild Wings"
"8721 SCHAEFER","42.3583183000","-83.1776199000","CAPTAIN RAY FISH MARKET"
"8800 Schaefer","42.3588486000","-83.1771164000","DOLLAR GENERAL #14569"
"8801 SCHAEFER","42.3589706000","-83.1785431000","HULET BODY COMPANY"
"8864 Schaefer","42.3596687000","-83.1771469000","BURGESS APARTMENTS LLC"
"8901 Schaefer","42.3599586000","-83.1799164000","BANKSTON CONSTRUCTION"
"8901 Schaefer","42.3599586000","-83.1799164000","Bankston Construction"
"8951 Schaefer","42.3604317000","-83.1797791000","GIBRALTAR NATIONAL CORP"
"8951 Schaefer","42.3600655000","-83.1776962000","GIBRALTAR NATIONAL CORP."
"8951 Schaefer","42.3600655000","-83.1776962000","PACKAGING GROUP INCORPORATED"
"8951 Schaefer","42.3600655000","-83.1776962000","Quikrete"
"8951 Schaefer","42.3604317000","-83.1797791000","Quikrete"
"8951 Schaefer","42.3604300000","-83.1797799000","Quikrete"
"8951 Schaefer","42.3604300000","-83.1797799000","Quikrete"
"8951 Schaefer","42.3604317000","-83.1797791000","VACANT"
"8951 Schaefer","42.3604317000","-83.1797791000","VACANT"
"8960 Schaefer","42.3607559000","-83.1773529000","Unknown"
"11611 SCHAEFER Highway","42.3734818000","-83.1783524000","Brothers Mini Mart Inc"
"11611 SCHAEFER Highway","42.3734800000","-83.1782500000","MLM MINI MART LLC"
"12750 SCHAEFER Highway","42.3819046000","-83.1781158000","MOE'S SERVICE STATION #3/SUNOCO GAS"
"14300 Schaefer Highway","42.3931389000","-83.1773605000","Truck N Tow.Com"
"14940 SCHAEFER Highway","42.3994300000","-83.1785600000","DABASH PETRO MART LLC/SPEEDY GAS"
"15070 SCHAEFER Highway","42.4010086000","-83.1787186000","24 KARAT"
"15789 Schaefer Highway","42.4073601000","-83.1796722000","Suite 100 Lounge"
"15845 SCHAEFER Highway","42.4081993000","-83.1796875000","KING & QUEENS RENTAL HALL"
"16500 Schaefer Highway","42.4119186000","-83.1794052000","JOSEPH & OSULL P MAYO"
"16820 SCHAEFER Highway","42.4146437000","-83.1795245000","DOLLAR CASTLE"
"16895 SCHAEFER Highway","42.4158516000","-83.1800995000","KEV'S AQUARIUM"
"17150 SCHAEFER Highway","42.4174805000","-83.1794815000","MT CARMEL MARKET"
"2500 Schaefer Highway","42.2869606000","-83.1641998000","J & D TRUCK & TRAILER REPAIR"
"9161 Schaefer Highway","42.3617897000","-83.1779099000","NORTHWESTERN FINANCIAL"
"11611 SCHAEFER HWY","42.3734818000","-83.1783524000","H & M INC"
"12321 Schaefer Hwy","42.3781318000","-83.1782949000","Fox manufacturing corperation"
"18625 Schoenherr","42.4317398000","-82.9853287000","SPARTAN MANAGEMENT COMPANY LLC"
"19227 Schoenherr","42.4368095000","-82.9855881000","MASTER BODY AND COLLISION"
"19313 Schoenherr","42.4371948000","-82.9853287000","MASTER BODY AND COLLISION"
"19500 Schoenherr","42.4387703000","-82.9849396000","TRUE CHURCH MINISTRIES"
"19621 Schoenherr","42.4399910000","-82.9856720000","ROBERT'S SCHOENHERR CO-OP"
"19636 Schoenherr","42.4401894000","-82.9850388000","ROBERT MANNING CO-OP"
"19650 Schoenherr","42.4404182000","-82.9850464000","THREE STAR MARKET, INC."
"8941 West EIGHT MILE Road","42.4453800000","-83.1611900000","Fire House"
"20100 Schoenherr","42.4451103000","-82.9850769000","BOYS/GIRLS CLUBS OF SOUTHEASTERN MICH"
"10003 Schoolcraft","42.3882599000","-83.1593933000","SCHOOLCRAFT-WYOMING MINI MART CITGO GAS STATION"
"10800 Schoolcraft","42.3884163000","-83.1678162000","DAVID L. JORDAN"
"13555 Schoolcraft","42.3877499000","-83.1780800000","ACTION MARKET 2"
"13801 Schoolcraft","42.3878326000","-83.1802750000","EVANGEL MINISTRIES"
"14000 Schoolcraft","42.3884811000","-83.1825104000","State of Michigan"
"14201 Schoolcraft","42.3876305000","-83.1841202000","Schoolcraft Motors"
"14419 Schoolcraft","42.3872719000","-83.1868362000","LARRY'S MARKET"
"14500 Schoolcraft","42.3876114000","-83.1875305000","RADIANT SIGN CO"
"15125 Schoolcraft","42.3862495000","-83.1942215000","DETROIT BOARD OF EDUCATION - CADILLAC SCHOOL"
"15305 Schoolcraft","42.3868790000","-83.1958771000","WESLEY BERRY FLORISTS"
"15339 Schoolcraft","42.3869705000","-83.1964951000","99 Cent Soul Food"
"15418 SCHOOLCRAFT","42.3873596000","-83.1971512000","Lola Mae's"
"15440 SCHOOLCRAFT","42.3874817000","-83.1977081000","MOES SERVICE STATION/VALERO GAS"
"15500 Schoolcraft","42.3875389000","-83.1985092000","CITY CAR WASH"
"15525 SCHOOLCRAFT","42.3867989000","-83.1987762000","CLARK GAS STATION & FOOD SHOP INC."
"15539 Schoolcraft","42.3869051000","-83.1989174000","BURGER GRILLE"
"15539 Schoolcraft","42.3869057000","-83.1989212000","GALLAGHER FIRE EQUIPMENT CO"
"15539 Schoolcraft","42.3869057000","-83.1989212000","GALLAGHER FIRE EQUIPMENT CO."
"14395 Schaefer","42.3940849000","-83.1789398000","WEST FRIENDSHIP MATERIALS"
"1934 Seward","42.3689499000","-83.0954132000","MAGGIE ESTELL"
"188 SEA BREEZE DRIVE","42.3608600000","-82.9656700000","MORGAN WATERFRONT ESTATE"
"14424 Schaefer","42.3943481000","-83.1777802000","BANNER SUPERMARKET"
"3921 Second Avenue","42.3477783000","-83.0651016000","SELDEN STANDARD"
"10325 West Eight Mile","42.4453000000","-83.1652400000","The Treehouse Club"
"1940 Seward","42.3689117000","-83.0955200000","RANGE, IRENE"
"10511 West Eight Mile","42.4452100000","-83.1671400000","Matrix Auto Collision"
"3980 SECOND Avenue","42.3481960000","-83.0646533000","CITY GARDEN"
"14424 Schaefer","42.3943500000","-83.1777800000","Imperial Super Market"
"2478 Riopelle","42.3464699000","-83.0382004000","EASTERN MARKET MEDITERREAN GRILLE & MARKET"
"14445 Schaefer","42.3946190000","-83.1791687000","STOP & GO DELI"
"2514 Riopelle","42.3467216000","-83.0385284000","JIM LUMETTA & SONS"
"188 Sea Breeze Drive","42.3608600000","-82.9656700000","Morgan Waterfront Estates"
"1941 Seward","42.3684196000","-83.0952072000","WILLIAMS, CLARENCE"
"14500 Schaefer","42.3949699000","-83.1784592000","One StopTire #2"
"2515 RIOPELLE","42.3466800000","-83.0388200000","Eastern Market Brewing"
"176 SEABREEZE Drive","42.3610400000","-82.9657900000","J HALE ELECTRICAL"
"1331 West Eight Mile","42.4432373000","-83.2533646000","COLLISION ZONE, INC."
"4417 Second Avenue","42.3512917000","-83.0669708000","SHERIDAN #1 APARTMENTS LLC"
"17400 Second","42.4189987000","-83.1091309000","THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS"
"2531 Riopelle","42.3466530000","-83.0388565000","EASTERN MARKET COLD STORAGE CO"
"4444 Second Avenue","42.3520088000","-83.0665817000","THE GREEN GARAGE LLC"
"13501 Sanders","42.2895813000","-83.1548004000","MARATHON PETROLEUM COMPANY LLC"
"14541 Schaefer","42.3953896000","-83.1801987000","GLEN E WASH & ASSOCIATES INC"
"17425 Second","42.4189110000","-83.1104965000","DETROIT UNITY ASSOCIATION"
"1975 Seward","42.3682098000","-83.0957870000","LAMB, ALLEN & WILMA"
"256 Riopelle","42.3333829000","-83.0296431000","ORLEANS LANDING BUILDING 5"
"4445 SECOND AVENUE","42.3516500000","-83.0671900000","MAYA'S INDO-PAK CUISINE"
"2080 Seward","42.3680496000","-83.0978394000","GILBERT, LOUIS B & JIMALATICE THOMA"
"12000 Sanford","42.4133415000","-82.9945602000","MUSA, JEBRIL"
"59 Seward","42.3744011000","-83.0772934000","Building Shell"
"2614 Riopelle","42.3474312000","-83.0389404000","DETROIT WHOLESALE PRODUCE"
"17505 Second","42.4197388000","-83.1104736000","DETROIT UNITY TEMPLE"
"12096 Sanford","42.4139099000","-82.9929581000","HAMPTON, ROCHESTER"
"638 Seward","42.3740082000","-83.0805511000","MELVINA DAVIS"
"4455 SECOND Avenue","42.3518670000","-83.0671230000","LA HOOKAH TOWN"
"2023 West Eight Mile","42.4464151000","-83.1208627000","SVS Vision"
"2630 Riopelle","42.3475227000","-83.0390778000","KAP'S WHOLESALE FOOD SERVICE INC"
"660 Seward","42.3738900000","-83.0808799000","660 SEWARD LLC"
"2421 Second","42.3375282000","-83.0599365000","DETROIT PUBLIC SCHOOLS-CASS TECH HIGH SCHOOL"
"14598 Schaefer","42.3962784000","-83.1785202000","METRO REFRIGERATION & APPLIANCE"
"4606 SECOND Avenue","42.3526192000","-83.0668488000","DILLY DALLEY"
"12106 Sanford","42.4139595000","-82.9928284000","VALERIE FARLEY"
"2712 RIOPELLE","42.3482208000","-83.0395660000","SAVVY CHIC"
"675 Seward","42.3732100000","-83.0805600000","675 SEWARD LLC"
"2501 Second","42.3384438000","-83.0594482000","Cass Technical High School / DPS"
"14620 Schaefer","42.3965683000","-83.1785278000","D H & I AUTOMOTIVE EXPERIENCE"
"4622 Second Avenue","42.3527900000","-83.0669500000","PENSCO TRUST CO"
"20402 Santa Barbara","42.4436760000","-83.1490097000","ERIN PRINTING"
"2726 Riopelle","42.3483505000","-83.0395584000","EASTERN MARKET PRODUCE"
"691 Seward","42.3730202000","-83.0811462000","NEW CENTER COURT APTS., INC."
"2700 Second","42.3403282000","-83.0589600000","VACANT"
"14635 Schaefer","42.3967514000","-83.1791763000","Unknown"
"6200 Second Avenue","42.3660202000","-83.0743179000","New Amsterdam Lofts"
"21377 Santa Clara","42.4187279000","-83.2524185000","Free Methodist Church"
"2800 Riopelle","42.3487700000","-83.0398800000","Dugagjini, Inc."
"700 Seward","42.3735390000","-83.0818481000","BCN NATIONAL TRAINING CENTER"
